Republican Yea,Democrat Yea,Republican Nay,Democrat Nay,Republican Not Voting,Democrat Not Voting,,Senate Republican Yea,Senate Democrat Yea,Senate Republican Nay,Senate Democrat Nay,Senate Republican Not Voting,Senate Democrat Not Voting
217,177,0,0,12,25,,,,,,,
178,192,46,3,5,7,,,,,,,
225,188,0,4,4,10,,,,,,,
221,191,0,2,8,9,,,,,,,
226,0,0,195,3,7,,,,,,,
212,115,13,81,4,6,,,,,,,
226,196,0,0,3,6,,,,,,,
223,191,3,1,3,10,,,,,,,
2,189,226,13,2,0,,,,,,,
0,192,226,9,4,1,,,,,,,
225,9,3,193,3,0,,,,,,,
218,1,0,187,13,14,,,,,,,
215,189,0,0,15,13,,,,,,,
103,187,111,2,16,13,,,,,,,
203,183,2,0,25,19,,,,,,,
5,196,221,3,4,3,,,,,,,
207,44,18,155,6,3,,,,,,,
215,0,12,200,4,2,,,,,,,
225,189,0,9,5,4,,,,,,,
107,200,121,1,2,1,,,,,,,
93,10,134,192,3,0,,,,,,,
225,201,0,0,5,1,,,,,,,
224,2,1,197,5,3,,,,,,,
0,199,226,1,4,2,,,,,,,
224,70,1,130,5,2,,,,,,,
219,1,7,198,4,3,,,,,,,
228,172,0,22,0,5,,,,,,,
225,197,0,0,5,5,,,,,,,
0,161,218,34,12,7,,,,,,,
211,49,12,146,7,7,,,,,,,
211,193,12,3,7,6,,,,,,,
221,187,0,12,9,3,,,,,,,
31,196,186,1,13,5,,,,,,,
221,0,0,199,9,3,,,,,,,
217,0,3,198,10,4,,,,,,,
213,3,8,194,10,5,,,,,,,
216,196,1,0,13,6,,,,,,,
220,59,0,108,2,32,,,,,,,
221,199,1,0,8,3,,,,,,,
217,179,1,16,3,4,,,,,,,
213,194,1,0,16,8,,,,,,,
46,199,175,0,9,3,,,,,,,
215,57,6,142,9,3,,,,,,,
220,199,0,0,10,3,,,,,,,
156,8,65,191,9,3,,,,,,,
207,30,11,168,12,4,,,,,,,
217,30,2,167,1,0,,,,,,,
0,86,219,113,11,3,,,,,,,
139,24,77,173,1,0,,,,,,,
0,197,219,2,11,3,,,,,,,
203,36,17,164,11,2,,,,,,,
214,189,1,4,0,1,,,,,,,
212,1,0,189,18,12,,,,,,,
216,196,0,0,14,6,,,,,,,
218,155,1,40,12,7,,,,,,,
198,16,21,179,12,7,,,,,,,
214,173,3,19,14,10,,,,,,,
1,181,218,13,12,8,,,,,,,
202,106,16,89,2,0,,,,,,,
212,0,9,196,10,6,,,,,,,
175,175,1,0,1,1,,,,,,,
